cat_1,cat_2,cat_3,cat_4,day,month,target
0,Red,Star,Small,3,8,-0.6575520834
0,Red,Square,Big,3,11,1.396069626
0,Blue,Circle,Big,4,2,0.3509241427
0,Red,Trapezoid,Big,5,10,-4.273869636
0,Red,,Average,7,1,2.765065532
0,Red,Triangle,Small,5,7,3.597527117
0,,Polygon,Small,1,11,0.740909121
0,Red,Square,Average,6,5,0.746472156
0,Blue,Triangle,Big,7,1,6.685930302
0,Red,Triangle,Small,3,8,-1.373034588
0,Red,Polygon,Small,7,1,3.761695041
0,Red,Polygon,Small,6,5,-0.260243438
0,Red,Star,Small,6,6,3.912428655
0,Red,,Average,5,12,7.365741729
0,Blue,Polygon,Small,1,2,1.849924692
0,Green,Trapezoid,Average,3,3,0.9616836535
0,Green,Polygon,Big,3,8,-1.053596559
0,Blue,Polygon,Big,7,8,3.342982257
0,Red,Triangle,Big,3,7,1.47241931
0,Green,Trapezoid,Big,7,7,5.178311652
0,Red,Trapezoid,Small,3,,8.630291675
0,Blue,Triangle,Big,1,,1.36568663
1,Red,Triangle,Small,2,11,-0.3788612055
0,Blue,Polygon,Small,5,8,0.2876581211
0,Red,,Average,2,5,-0.8577425362
0,Red,Triangle,Average,5,11,1.858204526
,Red,Circle,,1,4,-0.0659252639
0,Blue,,Big,1,8,1.385708103
0,Blue,Circle,Small,3,2,3.914371934
0,Blue,,Small,6,3,5.41555825
0,Red,Polygon,Big,5,5,5.621221339
0,Blue,,Small,1,9,1.802610363
0,Red,Triangle,Big,6,5,5.843283381
0,Red,Triangle,Big,2,4,3.490027287
0,Red,Square,Average,7,5,0.1016220921
0,Red,Triangle,Average,7,5,8.262790845
0,Blue,Square,Small,7,1,0.3629782192
0,Blue,Polygon,,7,8,-1.448407116
0,Red,Trapezoid,Big,4,2,4.696450747
,Blue,Circle,,2,6,0.3720647578
0,Red,Triangle,Small,2,2,-0.2691402265
0,Red,Circle,Big,6,2,3.963253918
0,Red,Polygon,Big,2,6,3.876212399
0,Blue,Circle,Big,1,11,3.831552071
0,Red,Circle,Small,6,3,5.663184348
0,Red,Trapezoid,Small,5,12,3.076159675
0,Red,Square,Small,5,12,-0.2281607138
0,Red,Circle,Average,3,9,5.149676242
0,Red,Circle,Big,5,8,3.475086224
0,Red,Trapezoid,Big,3,3,0.6783374269
1,Red,Polygon,Small,6,6,5.000672783
0,Red,Triangle,Average,7,7,5.175314143
0,,Polygon,Small,3,6,1.095450287
0,Red,Trapezoid,Big,7,1,2.749271968
0,Red,Trapezoid,Big,1,12,1.737200311
0,Blue,Triangle,Big,2,8,3.272940119
0,Red,Trapezoid,Small,4,1,1.223736201
0,Red,Trapezoid,Big,5,8,2.504157326
0,Red,Triangle,,5,8,-2.797503223
0,Red,Triangle,Big,7,5,2.047639256
0,Red,Circle,Average,6,,5.978530155
0,Red,Triangle,Average,1,11,-1.627672769
1,Red,Circle,Big,3,2,2.753912542
0,Blue,Polygon,Small,2,12,1.490205621
0,Blue,Circle,Average,1,3,-1.496805497
0,Red,Polygon,Average,3,7,6.339755793
0,Blue,Trapezoid,Big,7,8,4.565791333
1,Blue,Triangle,Average,1,3,-0.7453955408
0,Blue,Triangle,Small,7,7,-2.461036497
0,Blue,Polygon,Average,3,3,1.625607875
0,Red,Circle,Big,7,6,5.498337024
0,Green,Circle,,,6,5.844318503
0,Red,Trapezoid,Average,6,8,2.772171087
,Red,Polygon,Big,4,6,1.699684348
0,Green,Polygon,Small,1,8,1.488900941
0,Blue,Triangle,Average,2,3,-2.128798478
0,Blue,Triangle,Small,5,1,3.82055745
0,Blue,Circle,Big,6,3,2.162846489
0,Blue,Circle,Small,1,2,2.841155412
0,Blue,Star,Small,5,3,1.833825801
0,Blue,Polygon,Small,3,4,1.507323237
0,Red,Trapezoid,,3,1,5.049758393
1,Blue,Polygon,Small,5,1,7.169940863
0,Red,Triangle,Small,1,,-1.403991327
0,Blue,Trapezoid,Average,3,12,2.988622398
,Blue,Triangle,Average,6,9,-0.841223769
0,Green,Triangle,Big,6,8,-0.4114338954
0,Red,Circle,Average,4,6,-0.4328434099
0,Red,Square,Small,3,5,2.815855223
0,Blue,Trapezoid,Big,3,6,0.2754074752
1,Red,Trapezoid,Big,1,6,0.6261628235
0,Green,Triangle,Big,2,2,6.479388046
0,Red,Trapezoid,Small,3,3,3.467173648
0,Red,Polygon,Average,,6,4.341082569
0,Red,Trapezoid,Small,2,11,4.33615578
0,Red,Circle,Big,5,1,0.1087424823
,Red,Triangle,Big,3,12,3.03235773
0,Red,Triangle,Average,2,1,3.860513013
0,Red,,Big,6,2,4.900457289
1,Red,Triangle,Average,3,7,2.244424213
0,Blue,Triangle,Small,1,5,-5.229784258
0,,Polygon,Big,1,1,1.082469464
0,Red,Trapezoid,Average,3,3,1.153930196
0,Green,,Small,6,1,0.1711894474
0,Red,Triangle,Average,5,5,0.3958751731
0,Red,Trapezoid,Small,5,3,-0.02920810116
0,Blue,Polygon,Small,3,5,2.606625781
0,Red,Trapezoid,Small,1,1,5.922439758
0,Red,Polygon,Small,1,3,3.804514621
,Blue,Polygon,Small,6,7,0.7214023851
0,Red,Trapezoid,Average,1,12,-2.256909463
0,Red,Polygon,Small,5,3,6.765048336
0,Red,Polygon,Small,1,8,4.068524438
0,Blue,Trapezoid,,5,5,8.25387822
,Red,Square,Small,4,3,-0.1542129142
0,Red,,Small,5,8,2.360884854
0,Blue,Triangle,Average,2,2,-0.2147615645
0,,,Small,2,8,8.608374234
1,Red,Polygon,Big,3,1,-1.487868011
0,Green,Polygon,Big,3,11,0.06319630544
0,Blue,Trapezoid,Small,6,6,-5.280343717
0,Green,Circle,Big,5,3,0.525244651
0,Green,Polygon,,6,3,1.176640929
1,Red,Triangle,Small,3,,-2.663920978
0,Red,Triangle,Average,6,2,5.455971084
0,Red,Circle,Average,7,12,-2.486217086
0,Blue,Polygon,Big,5,6,1.479979476
0,Red,Triangle,Average,7,8,5.832601777
0,Red,Polygon,Average,5,3,-1.885502029
0,Red,Polygon,Average,6,5,-1.510504593
0,Red,Star,Small,7,7,3.965944506
0,Green,Circle,Small,5,12,5.393779742
0,Red,Circle,Small,7,2,0.7468546952
0,Red,Triangle,Average,1,11,-1.250853457
0,,Triangle,Small,1,2,1.49168065
0,Red,Trapezoid,Average,1,9,4.104789254
0,Red,Polygon,Big,5,1,-1.339266123
1,Green,Square,Average,1,8,-2.003467559
0,Red,Polygon,Average,2,11,1.112829625
0,Blue,Circle,Small,2,8,4.532721722
0,Red,Polygon,Big,6,8,7.561943795
0,Red,Polygon,Average,3,8,5.916531371
0,Blue,Trapezoid,Small,7,7,-0.5610816643
0,Red,Polygon,Big,3,12,5.689507152
0,Red,Trapezoid,Small,5,5,1.398012632
0,Green,Polygon,Small,3,8,5.429589453
0,Blue,Polygon,Big,3,6,-0.7968155607
0,Red,Trapezoid,Small,1,5,-1.291192144
0,Blue,Triangle,Small,6,5,-0.02822463265
1,Red,Circle,Big,2,5,0.4172119895
1,Red,Triangle,Average,6,10,2.732242592
0,Red,Polygon,Small,1,5,5.305510999
0,Red,Polygon,Small,1,5,-0.3927296092
0,Red,Trapezoid,Small,1,1,3.84728489
0,Blue,Triangle,Small,2,8,1.214878704
0,Red,Trapezoid,Big,7,3,0.5102471388
0,Red,Polygon,Big,5,11,-2.491043041
0,Red,Polygon,Small,3,11,3.31344231
0,Red,Circle,Small,,12,2.275228027
0,Green,Triangle,Average,3,1,5.184943345
0,Red,Triangle,Big,1,1,4.896125332
0,Blue,Circle,Big,2,5,6.026183332
0,Red,Trapezoid,Average,5,12,-3.065814351
0,,Triangle,Small,7,5,-0.5333591266
0,,Star,Big,1,11,5.032384822
0,Green,Polygon,Average,2,2,0.6272918132
0,Red,Trapezoid,Small,7,3,1.06027645
1,Red,Polygon,Average,6,12,4.120305841
0,Blue,Trapezoid,Big,6,12,1.765587927
0,Red,Trapezoid,Average,3,1,-1.496994158
0,Blue,,Average,6,2,-0.08623019571
0,,Triangle,Small,2,7,3.417500399
0,Red,Triangle,Small,5,5,3.451047703
0,Blue,Polygon,Average,2,11,-0.6843929921
0,Red,Polygon,Average,2,11,4.497045129
1,Red,Polygon,Big,6,6,-1.921556239
0,Red,Trapezoid,Small,6,6,1.746298263
0,Green,Polygon,Small,7,12,-2.796323332
0,Red,Trapezoid,Small,2,1,-1.550196671
1,,Polygon,Small,3,1,3.26341873
0,Red,Polygon,Small,3,11,-1.677734713
0,Red,Polygon,Small,5,9,2.980938714
1,Red,Trapezoid,Big,2,2,0.4926934287
0,Red,Trapezoid,Big,3,3,-0.4245950379
0,Red,Triangle,Small,7,12,-2.952628994
0,Red,Polygon,Average,2,11,3.922691785
0,Green,Triangle,Small,1,3,-1.89218296
0,Blue,Polygon,Small,,2,1.014127725
0,Red,Polygon,Small,7,6,1.963689147
0,Blue,Triangle,Small,1,8,-3.200178132
0,Blue,Square,Big,3,3,6.141825617
0,Red,Triangle,Average,7,1,1.372297023
1,Red,Circle,Average,3,3,-0.4221314598
0,Blue,,Big,2,12,2.054441056
0,Green,Triangle,Average,6,3,-2.29557769
0,Green,Polygon,Small,3,5,-3.70643678
0,Blue,Trapezoid,Average,3,7,0.8838728764
0,Green,Triangle,Small,2,,4.393211993
0,Red,Triangle,Big,1,2,0.2396592536
0,Red,Trapezoid,Small,2,8,-2.006865387
0,Blue,Triangle,Big,6,8,-4.537758076
0,Red,Circle,Average,2,2,4.840731594
0,Blue,Circle,Small,6,1,2.138227834
0,Green,Triangle,Average,4,7,2.773200077
0,Blue,Triangle,Average,2,11,3.231858024
0,Blue,Triangle,Big,6,6,3.384288697
0,Green,Heart,Average,1,3,5.317621734
0,Red,Polygon,Small,3,1,0.4568796336
0,Red,Trapezoid,Average,3,7,1.722767889
0,Red,Polygon,Small,3,3,1.440985003
0,Blue,Triangle,Small,5,8,-2.61146384
0,Red,Polygon,Big,5,5,5.51226399
0,Red,Triangle,Small,,7,7.331311211
0,Blue,Polygon,Small,2,12,4.158569326
0,Blue,Triangle,Big,7,8,-1.616582624
,Green,Polygon,Big,3,2,2.925553339
0,Green,Circle,Big,,5,0.5103159664
0,Blue,Triangle,Average,7,5,1.399402618
1,Red,Trapezoid,Average,3,8,1.064081345
,Blue,Polygon,Big,7,8,2.212592335
0,Blue,Triangle,Big,7,7,2.871848896
0,Blue,Trapezoid,Big,3,7,2.757380773
0,Red,Polygon,,4,12,2.49056238
0,Red,Triangle,Average,6,7,0.3191477646
0,Red,Trapezoid,Big,1,11,2.696038268
0,Red,Triangle,Small,5,4,3.224911568
0,Red,Trapezoid,Small,5,8,-0.1930958118
0,Blue,Triangle,Big,3,5,-3.072205845
0,Red,Polygon,Small,5,3,-0.8551145776
0,Green,Polygon,Big,1,5,1.924524526
0,Red,Trapezoid,Average,1,5,3.07650586
0,Red,Star,Small,1,11,6.106948481
0,Red,Polygon,Average,3,9,1.022520326
0,Red,Triangle,Big,2,11,-0.8549982907
0,Red,Triangle,Small,2,12,0.2432040416
0,Blue,Circle,Big,6,2,-0.8660835325
,Blue,Trapezoid,Average,,5,4.231339659
0,Red,Polygon,Small,2,3,1.586696797
0,Red,Circle,Average,5,12,-0.1003774087
0,Red,Circle,Small,1,3,4.625299663
0,Red,Polygon,Average,2,5,4.937232011
0,Blue,Polygon,Small,6,1,1.97640213
0,Red,Triangle,,3,3,5.71844993
0,Blue,Triangle,Big,6,5,-2.36869465
0,Blue,Circle,Small,6,12,-0.8649226426
0,Red,Triangle,Average,6,8,5.074917935
0,Red,Triangle,Big,1,8,2.524447528
0,Red,Circle,Small,5,3,-2.253304884
1,Red,Heart,Average,1,9,-0.7923506862
0,Blue,Circle,,3,11,-0.6290994263
0,Green,Circle,Big,3,12,1.223265899
0,Red,Polygon,Big,1,6,-0.2302968486
0,,Circle,Big,3,,2.795578685
0,Green,Trapezoid,Small,6,5,2.450308118
0,Red,Triangle,Big,6,3,-2.288783322
0,Red,Triangle,Small,5,8,-2.995397978
0,Red,Triangle,Big,1,1,0.7415779371
1,Red,Circle,Average,4,9,-2.120178431
0,Red,Polygon,Big,5,7,-0.1133985842
0,Blue,Triangle,Small,6,8,3.08762984
0,Blue,Trapezoid,Big,5,1,-1.327895622
0,,Triangle,Small,6,5,3.244953439
0,Red,Trapezoid,Small,6,8,0.3831936146
0,Red,Circle,Big,3,8,-0.6133373497
0,Blue,Trapezoid,Big,5,8,-0.9735602337
0,Red,Triangle,Big,2,9,3.836420552
0,Red,Triangle,,7,12,-1.248554668
0,Red,Triangle,Big,3,5,4.592691036
0,Red,Polygon,Small,3,8,1.361625304
0,Red,,Big,6,6,3.598440142
0,Green,Triangle,Small,2,6,-0.7455318657
0,Blue,Triangle,Big,7,1,0.9489422958
0,Red,Triangle,Big,6,7,1.788892636
0,Green,Triangle,Average,5,1,2.030090161
1,Red,Polygon,Small,6,11,-2.411478776
0,Green,Polygon,Small,3,5,3.201483447
1,Blue,Trapezoid,Big,7,8,-0.9261427484
0,Blue,Square,,1,6,-3.733386231
0,Red,,Small,5,2,0.2841618364
0,Red,,Small,1,8,6.192876965
1,Blue,Triangle,Big,1,3,8.424099863
0,Red,Trapezoid,Small,3,7,1.898663803
0,Blue,Star,Small,2,7,-0.2182229558
0,Red,Trapezoid,Small,2,5,3.628087044
0,Blue,Square,Small,5,3,2.950891856
0,Blue,Triangle,Big,5,8,0.9260217772
0,Blue,Triangle,Average,2,11,3.621927919
0,Red,Trapezoid,Small,7,1,-2.227360895
0,Red,Triangle,Small,7,11,-1.177866858
0,Red,Star,Average,1,2,0.0536159437
0,Red,Triangle,Big,6,3,1.782865045
0,Blue,Triangle,Average,5,4,5.542994999
,Red,,Average,2,5,1.761699285
0,Red,Circle,Big,1,2,0.1171584941
0,Red,Trapezoid,Average,3,7,4.863309511
0,Red,Circle,Average,6,7,-0.2725458719
0,Blue,Circle,Average,2,12,6.446230351
0,Red,Polygon,Average,1,5,1.086535272
0,Red,Triangle,Small,7,6,3.676621739
0,Red,Trapezoid,Big,,3,-1.968613045
0,Red,Polygon,Small,2,8,3.664828948
0,Red,Triangle,Big,,1,1.606913762
0,Red,Circle,Average,5,3,-4.273090718
0,Red,Polygon,Big,,3,-1.410860527
0,Blue,Triangle,Big,7,6,2.959603211
0,Red,Polygon,Big,6,8,-2.659386101
0,Red,Triangle,Big,3,12,0.8147851403
0,Blue,Circle,Small,6,6,-1.912095747
1,,Circle,Average,2,3,1.292582426
0,Red,Trapezoid,Small,5,6,1.562447669
0,Red,Polygon,Average,6,12,-1.131572527
